Date,Precipitation,Temperature ,Relative Humidity,Wind Speed 
7/23/1989,0,26.36,77.71,25.52
7/24/1989,5.7,25.01,90.42,17.21
7/25/1989,0,28.22,69.79,16.83
7/26/1989,0,28.3,68.58,21.29
7/27/1989,0,28.69,62.38,18.08
7/28/1989,0.1,29.72,58.54,14.79
7/29/1989,2.7,27.46,72.04,17.96
7/30/1989,11.2,25.16,89.33,16.42
7/31/1989,0,28.32,64.21,20.19
8/1/1989,3.2,27.06,77.04,21.87
8/2/1989,0.8,28.37,66.58,22.95
8/3/1989,4.7,26.83,82.42,19.47
8/4/1989,2.5,27.43,72.67,22.27
8/5/1989,0.3,27.35,74.17,20.24
8/6/1989,0.2,27.87,73.04,21.09
8/7/1989,0.9,26.42,82.21,21.19
8/8/1989,0,28.6,66.83,19.27
8/9/1989,0.1,27.01,74.96,13.71
8/10/1989,0.5,26.97,76.54,10.04
8/11/1989,0,27.23,77.04,16.33
8/12/1989,0.2,27.31,77.75,17.15
8/13/1989,0.1,27.43,73,12.44
8/14/1989,0.3,28.57,69.38,8.88
8/15/1989,1,27,74.67,5.78
8/16/1989,2.6,27.34,79.04,5.71
8/17/1989,4.5,27.81,81.62,7.24
8/18/1989,1.3,27.55,80.83,14.99
8/19/1989,0.8,28.29,71.92,22.53
8/20/1989,0,27.1,77.88,20.81
8/21/1989,0.9,26.12,85.29,11.52
8/22/1989,5.7,26.9,83.25,10.88
8/23/1989,1.5,27.87,74.58,18.71
8/24/1989,0,26.92,77.38,23.73
8/25/1989,0.3,27.38,77.88,20.74
8/26/1989,5.5,26.16,85.04,11.07
8/27/1989,0.2,26.6,79.21,13.8
8/28/1989,0,26.3,81.25,18.83
8/29/1989,3.1,26.09,83.33,16.69
8/30/1989,0,27.44,75.83,9.62
8/31/1989,0,28.09,71.79,6.05
9/1/1989,1.1,27.36,78,4.56
9/2/1989,0.1,27.38,74.58,18.37
9/3/1989,0,28,67.04,22.09
9/4/1989,0.1,27.89,70.79,23.12
9/5/1989,0.8,27.14,72.42,22.89
9/6/1989,2.9,26.69,77.67,15.7
9/7/1989,0.9,26.6,78.88,16.56
9/8/1989,1.4,26.65,77.33,16.34
9/9/1989,0.1,28.3,70.38,12.62
9/10/1989,5.1,25.91,89.75,10.19
9/11/1989,5.3,26.92,83.75,12.6
9/12/1989,4.2,26.79,84.71,11.79
9/13/1989,9,25.74,91,17.06
9/14/1989,4.6,25.87,88.08,13.91
9/15/1989,9.2,25.12,93.29,13.52
9/16/1989,0,24.5,92.08,14.42
9/17/1989,4.3,25.21,90.75,12.02
9/18/1989,0,27.03,77,12.03
9/19/1989,0.3,27.7,74.12,9.96
9/20/1989,0.1,28.41,70.79,6.07
9/21/1989,0,28.04,68.88,8.36
9/22/1989,0,28.2,69.21,8.88
9/23/1989,0,27.49,70,14.62
9/24/1989,0,27.23,71.08,14.52
9/25/1989,0,28.24,68.21,15.48
9/26/1989,0,27.78,68.54,15.66
9/27/1989,0,27.55,70.38,13.39
9/28/1989,0.7,27.3,72.42,9.63
9/29/1989,0.1,25.13,84.46,2.22
9/30/1989,7.4,26.12,81.71,4.47
10/1/1989,3.9,26.5,82.21,8.56
10/2/1989,22.6,25.45,92.04,8.36
10/3/1989,0.6,25.97,83.67,8.91
10/4/1989,6.7,25.55,88.79,9.25
10/5/1989,0.6,26.57,81.58,7.51
10/6/1989,2.9,27.26,79.71,9.87
10/7/1989,0,27.71,68.75,18.59
10/8/1989,0,27.19,73.12,14.18
10/9/1989,0.6,26.17,80.58,7.65
10/10/1989,0,27.84,74.12,7.65
10/11/1989,5.9,26.14,88.29,3.05
10/12/1989,41.4,24.9,96.29,12.13
10/13/1989,0.2,26.3,79.88,22.82
10/14/1989,13.4,25.62,90,8.51
10/15/1989,0,25.99,83.29,10.2
10/16/1989,0,27.42,70.58,16.43
10/17/1989,5.5,24.78,89.12,17.9
10/18/1989,0,26.04,80.46,20.33
10/19/1989,0,26.94,72.04,22.25
10/20/1989,0,26.45,67.92,25.67
10/21/1989,0,26.58,74.71,9.04
10/22/1989,0,25.71,78.75,15.27
10/23/1989,0.3,25.87,75.75,19.15
10/24/1989,0,26.87,70.25,19.23
10/25/1989,0,26.78,72.21,18.77
10/26/1989,0,26.51,74.5,18.66
10/27/1989,0,26.09,74.75,17.76
10/28/1989,0,26.06,72.75,21.14
10/29/1989,0,25.8,74.08,22.53
10/30/1989,0,26.4,68.04,24.24
10/31/1989,0.1,26.33,68,24.29
11/1/1989,0,26.5,67.62,25.38
11/2/1989,0,25.92,73,22.09
11/3/1989,0,26,74.62,18.45
11/4/1989,0,26.26,73.38,17.44
11/5/1989,0,26,73.83,19.4
11/6/1989,0,26.15,68.62,20.74
11/7/1989,1.4,25.33,74.58,19.68
11/8/1989,0,26.79,74.38,24.25
11/9/1989,0,26.63,69.67,23.54
11/10/1989,0,26.21,69.08,25.53
11/11/1989,0,27.21,62.08,27.22
11/12/1989,0,26.77,68,25.41
11/13/1989,0,26.56,70.62,24.44
11/14/1989,0,26.64,66.5,22.92
11/15/1989,0,26.19,69.04,24.08
11/16/1989,0,25.41,69.33,26.79
11/17/1989,0,25.55,64.04,31.19
11/18/1989,0,24.72,61.42,33.48
11/19/1989,0,25.27,57.42,33.42
11/20/1989,0,25.03,61,31.62
11/21/1989,0,24.15,61.75,27.92
11/22/1989,0,25.11,58.67,23.8
11/23/1989,0,25.86,62.62,20.38
11/24/1989,0,26.96,59.71,23.13
11/25/1989,0,26.36,63.21,25.25
11/26/1989,0,26.16,71.38,21.68
11/27/1989,0,25.71,70.29,22.91
11/28/1989,0,25.36,67.62,29.23
11/29/1989,0,24.53,66.83,35.37
11/30/1989,0,23.58,66.92,35.97
12/1/1989,0,22.96,63.79,35.91
12/2/1989,0,21.84,67.04,32.29
12/3/1989,0,21.46,66.17,25.9
12/4/1989,0,23.42,65.92,20.45
12/5/1989,0,23.13,64.79,17.59
12/6/1989,0,23.92,65.04,20.78
12/7/1989,0,24.34,65.17,21.43
12/8/1989,0,24.09,63.33,25.4
12/9/1989,0,22.85,66.29,26.69
12/10/1989,0,23.53,66.67,24.91
12/11/1989,0,24.24,69.04,27.37
12/12/1989,0,23.44,67.92,29.65
12/13/1989,0,22.74,65.62,31.41
12/14/1989,0,21.89,65.04,33.48
12/15/1989,0,21.39,61.5,29.14
12/16/1989,0,22.82,61.54,29.58
12/17/1989,0,23.96,59.96,29.85
12/18/1989,0,25.16,52.83,28.99
12/19/1989,1.1,25.6,59.25,28.59
12/20/1989,0,25.3,57.17,25.19
12/21/1989,0,25.15,68.88,22.27
12/22/1989,0,25.68,70.62,20.04
12/23/1989,0,24.25,78.92,18.69
12/24/1989,0,24.61,75.12,21.66
12/25/1989,0,24.41,69.83,22.86
12/26/1989,0,23.88,69.21,22.99
12/27/1989,0,23.36,68.5,26.78
12/28/1989,0,23.49,68.17,22.97
12/29/1989,0,24.23,64.62,21.72
12/30/1989,0,23.92,69.67,24.81
12/31/1989,0,23.78,72.38,22.99
1/1/1990,0,22.59,67.5,20.07
1/2/1990,0,22.64,64.42,20.22
1/3/1990,0,23.72,67.58,25.49
1/4/1990,0,23.64,67.42,29.39
1/5/1990,0,23.38,62,28.69
1/6/1990,0,25.1,55.04,29.34
1/7/1990,0,26.2,53.5,29.71
1/8/1990,0,26.28,59.58,25.11
1/9/1990,0,25.18,68.71,23.04
1/10/1990,0,25.44,66.29,22.92
1/11/1990,0,25.3,63.67,24.51
1/12/1990,0,25.5,68.58,27.13
1/13/1990,0,25.45,68.92,26.73
1/14/1990,0,25.03,70.79,24.24
1/15/1990,0,24.62,69.58,22.35
1/16/1990,0,23.96,69.38,25.43
1/17/1990,0,24.13,72.17,23.95
1/18/1990,0,23.6,68.83,17.87
1/19/1990,0,23.9,66.71,18.16
1/20/1990,0,24.03,65.96,26.78
1/21/1990,0,23.74,66.71,27.29
1/22/1990,0,24.13,66.17,27.94
1/23/1990,0,23.66,62.08,33.11
1/24/1990,0,23.09,60.79,30.44
1/25/1990,0,23.51,63.71,28.08
1/26/1990,0,23.95,61.12,29.79
1/27/1990,0,24.04,64.62,29.42
1/28/1990,0,23.27,65.29,25.84
1/29/1990,0,24.36,59.04,21.64
1/30/1990,0,24.37,67,20.01
1/31/1990,0,25.41,63.08,21.89
2/1/1990,0,24.25,66.79,30.31
2/2/1990,0,24.37,66.25,27
2/3/1990,0,25.39,68.88,26.28
2/4/1990,0,24.47,67.08,28.8
2/5/1990,0,24.82,67.38,29.7
2/6/1990,0,25.67,62.83,29.29
2/7/1990,0,24.64,65.75,27.81
2/8/1990,0,24.07,67.71,25.17
2/9/1990,0,23.79,69.04,24.17
2/10/1990,0,24.27,70.5,23.44
2/11/1990,0,24.57,71.42,23.63
2/12/1990,0,24,68.46,24.77
2/13/1990,0,23.32,69.25,20.43
2/14/1990,0,24.21,67.46,13.01
2/15/1990,0,24.53,68.29,13.85
2/16/1990,0,25.03,68.29,13.86
2/17/1990,0,26,69.38,14.06
2/18/1990,0,25.67,69.17,13.88
2/19/1990,0,25.16,70.71,13.96
2/20/1990,0,24.92,68.54,15.47
2/21/1990,0,25.47,66.08,9.89
2/22/1990,0,25.96,67.46,6.44
2/23/1990,0,26.17,66.67,6.01
2/24/1990,0,25.69,66.33,19.06
2/25/1990,0,25.28,69.88,23.76
2/26/1990,0,25.27,68.58,23.47
2/27/1990,0,25.25,69.08,20.06
2/28/1990,0,25.39,68.62,16.83
3/1/1990,0,25.41,67.83,16.06
3/2/1990,0,25.58,67.46,17.22
3/3/1990,0,25.38,71.5,20.09
3/4/1990,0,25.12,71.54,21.58
3/5/1990,0,24.71,69.17,21.22
3/6/1990,0,24.87,69,25.33
3/7/1990,0,25.63,69.58,23.41
3/8/1990,0,25.5,68.96,26.19
3/9/1990,0,25.44,68.54,25.94
3/10/1990,0,25.97,63.62,27.99
3/11/1990,0,26.38,67.46,22.63
3/12/1990,0,26.12,65.75,21.2
3/13/1990,0,25.71,67.38,21.82
3/14/1990,0,25.73,72.75,20.23
3/15/1990,0,25.51,71.12,21.88
3/16/1990,0,25.62,67.17,24.43
3/17/1990,0,25.98,64.75,28.08
3/18/1990,0,26.05,64.75,27.7
3/19/1990,0,25.88,65.04,27.94
3/20/1990,0,25.89,68.12,22.98
3/21/1990,0,26.36,69.96,17.35
3/22/1990,0,26.71,68.71,14.05
3/23/1990,0,27.56,69.21,8.45
3/24/1990,0,27.67,66.08,5.75
3/25/1990,0,27.28,64.29,7.8
3/26/1990,0,27.62,56.75,7.33
3/27/1990,0,26.57,67.38,11.91
3/28/1990,0,26.35,63.42,11.98
3/29/1990,0,26.68,62.79,9.26
3/30/1990,0,27.06,66.12,6.52
3/31/1990,0,27.2,66.42,7.07
4/1/1990,0,27.73,62,6.77
4/2/1990,0,27.9,69.04,8.25
4/3/1990,0,28.33,69.83,8.45
4/4/1990,0,27.23,68.62,8.52
4/5/1990,0,26.76,60,27.03
4/6/1990,0,25.66,71.33,22.23
4/7/1990,0,27.58,67.17,21.9
4/8/1990,0,27.14,69.25,19.13
4/9/1990,0,27.01,67.62,18.95
4/10/1990,0,27.54,67.67,10.95
4/11/1990,0,28.24,71.5,8.92
4/12/1990,0,28.75,69.88,9.27
4/13/1990,0,29,67.33,9.7
4/14/1990,0,28.19,69.67,8.49
4/15/1990,0,28.44,61.92,10.08
4/16/1990,0,29.87,70.21,13.94
4/17/1990,0,29.7,69,18.54
4/18/1990,0,30.02,69,20.3
4/19/1990,0,30.1,68.88,19.54
4/20/1990,0,29.09,72.21,17.7
4/21/1990,0,30.49,68.58,17.69
4/22/1990,0,29.92,71.62,17.84
4/23/1990,0,29.89,68.17,17.94
4/24/1990,,28.79,71.83,12.27
4/25/1990,0,27.42,73.08,10.35
4/26/1990,0,28.19,66.83,18.94
4/27/1990,0.1,28.02,69.38,21.76
4/28/1990,0,28.04,67.58,23.89
4/29/1990,0,28.37,66.92,21.52
4/30/1990,0,27.68,70.08,20.14
5/1/1990,0,28.05,68.12,15.7
5/2/1990,0,27.92,70.21,11.01
5/3/1990,0,28.36,72.12,7.23
5/4/1990,0,28.39,70.54,7.83
5/5/1990,0,27.73,68.71,18.78
5/6/1990,0,27.81,68.17,16.83
5/7/1990,0,27.68,69.17,13.24
5/8/1990,0,28.31,70.12,9.9
5/9/1990,0.5,28.79,70.46,4.74
5/10/1990,0,28.97,68,6.02
5/11/1990,0,29.15,66.12,7.56
5/12/1990,0,29.65,64.38,11.41
5/13/1990,0,30.18,68.42,8.69
5/14/1990,0,29.83,68.42,7.58
5/15/1990,0,29.11,62.71,12.1
5/16/1990,2.4,28.49,76.54,4.65
5/17/1990,43.7,27.29,87.33,4.66
5/18/1990,11.4,27.5,85.67,7.43
5/19/1990,2.3,27.55,84.12,2.44
5/20/1990,12.2,27.51,82.83,9.22
5/21/1990,0.2,28.18,76.21,7.86
5/22/1990,0,29.24,70.75,5.64
5/23/1990,2.3,27.81,80.46,3.05
5/24/1990,2.6,26.27,89.08,4.25
5/25/1990,9.6,27.28,85.25,4.52
5/26/1990,19.3,26.45,90.79,10.25
5/27/1990,8.2,25.28,92.71,15.25
5/28/1990,0.7,26.46,82.33,17.94
5/29/1990,9.4,26.45,87.54,19.22
5/30/1990,0,27.32,79.58,21
5/31/1990,0,26.71,78.58,20.28
6/1/1990,0,28.42,70.83,19.09
6/2/1990,0.3,28.6,72.21,13.66
6/3/1990,5.8,27.71,82.58,13.06
6/4/1990,0,28.66,73.5,13.01
6/5/1990,1.7,27.52,79.29,13.12
6/6/1990,48,25.98,90.67,12.02
6/7/1990,0,29.67,64.25,13.78
6/8/1990,0,29.95,65.42,14.23
6/9/1990,0.8,29.07,69.5,13.72
6/10/1990,3.5,27.47,80.58,9.91
6/11/1990,10,26.23,86.46,21
6/12/1990,48,25.23,95.38,20.8
6/13/1990,31,24.56,92.92,18.62
6/14/1990,5.6,24.8,86.25,13.12
6/15/1990,3.6,24.79,86.67,22.82
6/16/1990,18.7,24.44,85.96,32.02
6/17/1990,0,28.28,69.71,23.26
6/18/1990,0,27.43,72.5,20.25
6/19/1990,5.1,27.52,79,18.09
6/20/1990,5.9,27.86,78.71,7.89
6/21/1990,8.5,26.53,87.83,4.26
6/22/1990,26,24.28,96.5,13.95
6/23/1990,0,27.03,77.88,18.87
6/24/1990,0,28.53,68.79,20.92
6/25/1990,2.9,27.73,80.33,17.94
6/26/1990,0,26.78,83.88,16.07
6/27/1990,8.2,27.09,83.79,11.51
6/28/1990,2.6,26.7,82.92,22.26
6/29/1990,0.2,28.46,68.21,24.29
6/30/1990,0.2,28.55,68.96,25.36
7/1/1990,4.6,26.62,82.17,20.41
7/2/1990,0,27.24,75.58,18.97
7/3/1990,1.3,28.19,74.71,15.77
7/4/1990,0.5,27.38,75.21,13.88
7/5/1990,0.8,27.95,74.08,9.25
7/6/1990,1.8,26.62,79.75,7.38
7/7/1990,1.1,28.01,74.29,8.45
7/8/1990,0.4,27.69,75.88,10.48
7/9/1990,0.9,27.51,76.38,15.17
7/10/1990,7.5,26.14,87.88,20.45
7/11/1990,1.4,26.81,81.62,16.71
7/12/1990,0.3,27.98,71.79,15.56
7/13/1990,4.4,26.39,81.21,11.26
7/14/1990,8.3,25.9,86.12,9.34
7/15/1990,0,26.56,80.17,11.1
7/16/1990,13.1,25.58,86.62,11.21
7/17/1990,6.2,25.63,85.25,10.64
7/18/1990,0.5,26.46,80.21,13.95
7/19/1990,3.3,25.65,87.04,15.58
7/20/1990,1.4,26.83,81.83,12.78
7/21/1990,10.9,26.66,86.71,7.07
7/22/1990,0,27.72,72.29,15.93
7/23/1990,1.9,26.92,74.38,19.51
7/24/1990,3.6,26.99,80.58,10.26
7/25/1990,0,26.89,78.29,15.16
7/26/1990,1.4,26.21,85.08,16.73
7/27/1990,0.6,27.46,75.79,17.16
7/28/1990,0,27.24,72.25,18.14
7/29/1990,0.1,28.62,67.92,22.12
7/30/1990,0,28.92,69,23.4
7/31/1990,0,28.21,72.08,27.16
8/1/1990,0,28.11,75.29,22.92
8/2/1990,0,27.89,73.38,22.35
8/3/1990,0,28.75,69.5,21.96
8/4/1990,0.1,28.13,73.33,19.94
8/5/1990,0.5,27.66,74.79,14.94
8/6/1990,1,26.88,78.17,9.39
8/7/1990,0.8,27.03,78.88,9.56
8/8/1990,1.5,26.96,78.83,11.64
8/9/1990,1.5,26.65,79.33,12.94
8/10/1990,0,27.94,71.29,16.31
8/11/1990,4.2,25.77,85.12,12.06
8/12/1990,3.3,26.61,82.92,4.72
8/13/1990,7.1,26.17,85.83,5.18
8/14/1990,8.4,25.35,89.88,8.43
8/15/1990,15.3,26.41,86.67,6.56
8/16/1990,45.3,25.65,95.25,5.03
8/17/1990,69.7,24.57,96.21,10.86
8/18/1990,4.6,25.38,88.96,25.35
8/19/1990,0.9,26.97,74.08,29.77
8/20/1990,0,28.36,60.83,26.99
8/21/1990,0,28.4,60,25.12
8/22/1990,0,28.63,59.79,23.07
8/23/1990,1.2,27.44,71.25,30.19
8/24/1990,1.1,26.85,74.62,28.07
8/25/1990,0.9,28.76,63.75,21.82
8/26/1990,1.5,27.9,68.75,15.51
8/27/1990,0,28.51,62.38,15
8/28/1990,0.2,27.5,73.04,21
8/29/1990,1.1,26.35,81.96,34.6
8/30/1990,5.5,24.83,94.96,28.14
8/31/1990,0,26.94,78.12,21.13
9/1/1990,0.1,28.39,69.75,18.85
9/2/1990,0.8,27.84,71.92,19.07
9/3/1990,17.6,25.27,93.92,23.58
9/4/1990,0.6,26.58,81.08,22.12
9/5/1990,0.9,25.94,84.54,18.62
9/6/1990,0.2,26.52,81.29,12.52
9/7/1990,0.6,27.37,76.04,12.69
9/8/1990,0.4,27.28,77.17,20.93
9/9/1990,6.5,26.02,86.42,24.94
9/10/1990,0.5,26.8,77.29,23.3
9/11/1990,0,27.53,72.08,20.21
9/12/1990,0,28.13,68.92,16.16
9/13/1990,0.1,28.49,70.08,13.64
9/14/1990,0,28.65,70.17,7.68
9/15/1990,1.2,28.53,72.71,8.09
9/16/1990,2.6,26.65,85.83,8.48
9/17/1990,0,27.86,73.79,25.46
9/18/1990,0,27.01,77.21,32.08
9/19/1990,7.6,25.81,92.25,24.13
9/20/1990,1.7,26.55,85,12.94
9/21/1990,0,28.18,74.42,6.14
9/22/1990,0,27.53,75.54,6.83
9/23/1990,0,26.93,76.54,9.81
9/24/1990,0,27.01,76.96,7.43
9/25/1990,0,26.84,78.33,9.3
9/26/1990,2.3,26.3,83.5,9.16
9/27/1990,8.8,26.13,85.83,4.32
9/28/1990,0,26.83,75.33,10.31
9/29/1990,7.2,24.77,91.21,8.8
9/30/1990,2.3,25.75,83.12,10.25
10/1/1990,0,26.66,74.38,14.28
10/2/1990,27.3,25.07,91.83,9.18
10/3/1990,4.3,25.25,91.25,10.63
10/4/1990,9.2,25.38,96.33,17.13
10/5/1990,2.6,25.56,87.38,6.18
10/6/1990,7.9,25.41,91.08,3.48
10/7/1990,2.3,26.41,83.12,7.7
10/8/1990,0.1,25.93,82.42,13.99
10/9/1990,0,25.91,78.21,21.45
10/10/1990,0,25.89,73.04,20.7
10/11/1990,0,26.6,72.21,18.61
10/12/1990,3.1,24.63,88.67,14.47
10/13/1990,19,25.53,92.33,6.29
10/14/1990,0.3,25.11,85.5,4.37
10/15/1990,0,26.25,83.54,8.94
10/16/1990,4.8,25.56,90.75,2.88
10/17/1990,15.7,25.93,92.25,2.79
10/18/1990,10.2,24.84,96.54,12.28
10/19/1990,1,25.85,86.62,12.59
10/20/1990,0,26.36,81.08,5.59
10/21/1990,0,26.44,760,15.84
10/22/1990,0,26.18,78.54,16.72
10/23/1990,0,26.1,77.92,15.73
10/24/1990,0,26.34,77.04,18.17
10/25/1990,1.4,24.38,81.75,21.3
10/26/1990,0.8,24.41,88.04,19.44
10/27/1990,0,26.24,75.38,25.51
10/28/1990,0,26.49,74.04,26
10/29/1990,0,26.48,73.71,22.19
10/30/1990,0,26.77,70.96,26.65
10/31/1990,0,26.49,73.88,25.43
11/1/1990,0,26.36,74,23.01
11/2/1990,0,26.63,75.38,21.22
11/3/1990,0,26.82,77.42,12.05
11/4/1990,0,26.35,82.08,4.14
11/5/1990,0.2,26.7,79.83,6.47
11/6/1990,0.2,27.37,78.08,4.23
11/7/1990,0.6,26.26,81.25,3.07
11/8/1990,0,26.17,78.79,7.1
11/9/1990,0,26.1,75.92,7.41
11/10/1990,0.2,26.01,80.46,19.61
11/11/1990,20.4,23.87,96,10.63
11/12/1990,2.4,23.24,89.79,9.14
11/13/1990,0,24.76,88.33,14.74
11/14/1990,0,24.83,82.58,15.67
11/15/1990,3.5,24.95,78.88,23.07
11/16/1990,0,23.85,83.83,26.65
11/17/1990,0,25.71,78.5,13.71
11/18/1990,0.7,25,89.04,6.95
11/19/1990,0,25.42,82.29,13.22
11/20/1990,1.1,25.76,74.92,21.16
11/21/1990,0,25.59,76.12,29.6
11/22/1990,0,24.76,75.79,29.1
11/23/1990,0,24.41,74,29.53
11/24/1990,0,24.92,65.96,29.79
11/25/1990,0,24.11,67.75,29.77
11/26/1990,0,23.68,72.42,29.05
11/27/1990,0,23.44,72.58,25.99
11/28/1990,0,23.8,75.58,22.85
11/29/1990,0,23.5,75.21,20.86
11/30/1990,0,23.88,75.08,21.95
12/1/1990,0,21.47,72.42,30.17
12/2/1990,0,20.83,69,31.8
12/3/1990,0,22.71,68.29,30.49
12/4/1990,0,23.67,72.62,34.46
12/5/1990,0,22.76,63.12,33.58
12/6/1990,0,22.95,67.17,30.42
12/7/1990,0,24.41,74.08,27.83
12/8/1990,0,25.28,69.17,28.07
12/9/1990,0,25.04,72,27.07
12/10/1990,0,24.75,75.29,25.9
12/11/1990,0,24.52,72.5,26.57
12/12/1990,0,24.46,72.5,25.53
12/13/1990,0,24.85,71.67,25.1
12/14/1990,0,24.78,73.12,26.78
12/15/1990,0,24.21,71.17,28.51
12/16/1990,0,24.48,69.08,28.51
12/17/1990,0,25.13,71.04,26.86
12/18/1990,0,24.67,75.46,25.81
12/19/1990,0,24.36,76.42,23.28
12/20/1990,0,24.25,76.79,20.12
12/21/1990,0,24.06,76.12,21.7
12/22/1990,0,23.83,73,24.76
12/23/1990,0,22.39,69.75,27.99
12/24/1990,0,21.87,66.79,27.47
12/25/1990,0,23.94,69.54,19.81
12/26/1990,0,24.41,72.38,24.92
12/27/1990,0,23.97,70.92,27.54
12/28/1990,0,23.24,71.12,25.25
12/29/1990,0,23,70.62,23.51
12/30/1990,0,24.06,64.75,20.29
12/31/1990,0,24.88,74.42,19.26
1/1/1991,0,24.46,75.62,18.86
1/2/1991,0,24.71,70.62,22.89
1/3/1991,0,,72.46,24.61
1/4/1991,0,24.58,74.21,23.19
1/5/1991,0,25.27,72.58,23.24
1/6/1991,0,23.58,70.25,25.34
1/7/1991,0,23.39,70.33,23.18
1/8/1991,0,23.2,70.75,22.75
1/9/1991,0,23.03,72,25.57
1/10/1991,0,23.28,69.62,22.09
1/11/1991,0,23.71,71.08,21.28
1/12/1991,0,25.71,59.62,25.2
1/13/1991,0,24.75,68.54,27.31
1/14/1991,0,24.99,65.75,28.22
1/15/1991,0,23.6,66.25,32.9
1/16/1991,0,23.94,64.42,31.92
1/17/1991,0,24.65,62.21,29.74
1/18/1991,0,24.14,70.46,25.8
1/19/1991,0,24.18,74.25,22.8
1/20/1991,0,24.51,68.42,21.72
1/21/1991,0,25.73,66.96,22.35
1/22/1991,0,25.26,63.12,24.91
1/23/1991,0,24.25,64.88,25.27
1/24/1991,0,24.23,62.75,26.28
1/25/1991,0,25.61,59.58,27.5
1/26/1991,0,25.12,59.42,28.48
1/27/1991,0,25.64,61.08,29.08
1/28/1991,0,24.64,64.96,25.81
1/29/1991,0,24.32,66.75,29.52
1/30/1991,0,24.41,64.83,30.33
1/31/1991,0,23.78,65.25,31.39
2/1/1991,0,23.91,64.83,32.2
2/2/1991,0,24.57,61,31.14
2/3/1991,0,25.04,62.88,27.2
2/4/1991,0,25.72,58.5,30.11
2/5/1991,0,24.96,60.42,30.93
2/6/1991,0,25.04,63.08,24.07
2/7/1991,0,24.35,67.08,22.82
2/8/1991,0,24.66,69.83,22.8
2/9/1991,0,24,66.12,20.65
2/10/1991,0,24.93,63.38,18.05
2/11/1991,0,25.57,57.5,22.24
2/12/1991,0,26.03,62.54,21.1
2/13/1991,0,26.28,67.25,15.75
2/14/1991,0,26.85,59.08,7.86
2/15/1991,0,27.28,60,6.72
2/16/1991,0,25.82,61.75,16.58
2/17/1991,0,25.75,63.12,17.72
2/18/1991,0,25.36,66.62,20.01
2/19/1991,0,24.98,66.17,21.9
2/20/1991,0,24.47,61.71,26.22
2/21/1991,0,25.01,63.5,31.71
2/22/1991,0,24.38,63.38,33.4
2/23/1991,0,23.75,62.42,36.37
2/24/1991,0,23.47,53.46,31.79
2/25/1991,0,24.08,58.29,28.87
2/26/1991,0,25.6,64.88,27.33
2/27/1991,0,26.17,68.62,23.31
2/28/1991,0.2,25.93,70.88,18.74
3/1/1991,0,25.86,68.17,13.86
3/2/1991,0,25.56,63.62,17.15
3/3/1991,0,24.41,65.38,20.79
3/4/1991,0,23.85,61.21,16.16
3/5/1991,0,25.02,69.38,9.45
3/6/1991,0,25.15,67.79,5.76
3/7/1991,0,25.2,68.42,7.29
3/8/1991,0,24.91,66.12,9.08
3/9/1991,0,25.01,59.71,11.23
3/10/1991,0,25.17,62.96,11.89
3/11/1991,0,26.27,69.46,9.06
3/12/1991,0,25.87,67.71,13.66
3/13/1991,0,26.21,59.33,20.72
3/14/1991,0,25.31,58.92,22.22
3/15/1991,0,26.57,56.58,24.15
3/16/1991,0,26.73,68.62,23.82
3/17/1991,0,25.39,78.08,20.93
3/18/1991,0,25.55,74.17,20.1
3/19/1991,0,25.21,73.21,16.63
3/20/1991,0,25.38,71.58,10.92
3/21/1991,0,25.48,67.58,12.13
3/22/1991,0,25.6,67.75,9.52
3/23/1991,0,26.03,71.88,9.32
3/24/1991,0,26.05,73.04,7.74
3/25/1991,0,25.78,69.71,9.97
3/26/1991,0,25.58,68.21,13.27
3/27/1991,0,25.23,64.42,16.34
3/28/1991,0,25.44,63.79,21.71
3/29/1991,0,25.24,68.12,23.87
3/30/1991,0,25.43,68.08,22.15
3/31/1991,0,25.66,63.38,24.87
,,,,
4/1/1991,0,25.76,62.21,29.58
4/2/1991,0,26.11,62.62,33.12
4/3/1991,0,26.53,65.5,29.62
4/4/1991,0,27.52,65.54,23.31
4/5/1991,0,26.65,71.04,17.78
4/6/1991,0,27.47,71.04,6.13
4/7/1991,0,27.76,70.54,8.78
4/8/1991,0,27.56,70.17,9.23
4/9/1991,0,27.42,65.12,12.34
4/10/1991,0,27.35,64.67,12.98
4/11/1991,0,27.29,62.08,10.71
4/12/1991,0,27.46,63.75,8.73
4/13/1991,0,27.17,63.38,5.82
4/14/1991,0,26.37,62.79,11.4
4/15/1991,0,27.01,59.25,14.95
4/16/1991,0,26.48,70.92,13.99
4/17/1991,0,26.69,65.17,10.82
4/18/1991,0,27.67,65.42,8.68
4/19/1991,0,27.82,68.04,11.71
4/20/1991,0,28.04,66.42,19.57
4/21/1991,0,28.27,64.92,22.37
4/22/1991,0,28.16,64.25,22.3
4/23/1991,0,28.3,65.88,22.2
4/24/1991,0,27.4,69.79,23.39
4/25/1991,0,27.02,68.96,20.99
4/26/1991,0,27.15,62.29,15.4
4/27/1991,0,27.85,68.29,10.88
4/28/1991,0,28.31,70.12,7.08
4/29/1991,0,27.99,71.33,11.24
4/30/1991,0.1,28.31,70.42,12.51
5/1/1991,0,29.37,69.33,15.59
5/2/1991,0.1,29.07,69.62,13.49
5/3/1991,0.1,27.43,72.38,9.14
5/4/1991,0,27.52,72.58,4.97
5/5/1991,0,28.19,67.42,7.1
